EnableOfficeOnlinePreviewAndEdit,AdminSettings.AdvancedPreferences.FileManagement
CopySingleFileFromSharedFoldersToMyFilesGridView,SharedFolders.Files.CopyFiles
LoginAndNavigateToAccount,WebPop.WebPopTests
FindInWOPIViewerDOC,PersonalFolders.Files.ViewFiles
ViewAndVerifyWord,PersonalFolders.Files.ViewFiles
ResendEmailWithShareFileEmailWhenViewed,Shares.ViewOnlyShares
SortByCreatorForRecipientOfSharedFolderInListView,SharedFolders.Folders.SortFolders
ExpireLink,Inbox.SentMessages
AddAlternateEmail,PersonalSettings.EditEmailAddress
ApplyViewOnlyPermissionsToFolderListView,PersonalFolders.Folders.ViewOnly
MoveFolderFromSharedFoldersToSharedFolders,SharedFolders.Folders.MoveFolders
DeleteFileFromRecycleBin,RecycleBin.DeleteFiles
CopyMultipleFilesFromMyFilesToMyFilesGridView,PersonalFolders.Files.CopyFiles
LimitDownloadsPerUser,Shares.Send
CopyNoteFromMyFilesToSharedFolders,MoreOptions.Notes.CopyNotes
ChangePasswordPolicyMinimumNumbers,AdminSettings.PasswordPolicy
EditFirstName,PersonalSettings.EditBasicInfo
CheckInCheckOutNotSupportedByFileBox,PersonalFolders.CheckInCheckOut.CheckInCheckOut
DownloadPowerPointFileFromWOPIViewer,PersonalFolders.Files.DownloadFiles
FolderPermissionsMatchParentFolderPermissions,PersonalFolders.Folders.CopyFolders
CopyFileAndFolderFromMyFilesToSharedFolders,PersonalFolders.Folders.CopyFolders
MoveFolderFromMyFilesToSharedFolders,PersonalFolders.Folders.MoveFolders
FolderByEmailUsingManageFolderActionsMenu,Shares.Send
CopyFileFromSharedFoldersToMyFiles,SharedFolders.Files.CopyFiles
DownloadMultipleFilesFromSharedFolder,SharedFolders.Files.DownloadFiles
ViewOnlyEmailWithShareFile,Shares.ViewOnlyShares
LoginWithNoFilesAndFolders,Login.UserLogin
MoveMultipleNotesToMyFiles,MoreOptions.Notes.MoveNotes
UserSingleUseLoginLink,Login.UserLogin
SearchRecipientFromRequestViaEmailPage_AutoComplete,Shares.Request
DeleteMultipleFilesFromMyFiles,PersonalFolders.Files.DeleteFiles
UploadToFavoriteFolder,Shares.Request
ManualAndRequireInfo,Shares.Send
UsingMultipleGroups,Shares.Send
CopyURLToMyFilesFoldersFromSharedFolder,MoreOptions.URL.CopyURL
LastNameStartingWithNonAlphabeticCharacter,ManageUsers.Employees.SearchEmployee
DownloadMultipleFilesFromSharedFolderGridView,SharedFolders.Files.DownloadFiles
CV_GridView_ContextualViewDetail,ContentViewer.CVLaunching
PreviewPowerPointDocumentWithViewOnlyPermissions,PersonalFolders.Folders.ViewOnly
UseFileDropAndDoNotSkipThisStep,AdminSettings.FileDrops.UseFileDrops
CopyFileFromFileBoxToFavoriteFolder,FileBox.CopyFiles
SortBySizeForRecipientOfSharedFolderInListView,SharedFolders.Folders.SortFolders
CannotCheckOutUrl,PersonalFolders.CheckInCheckOut.CheckInCheckOut
CopyURLToSharedFolderFromMyFilesFolders,MoreOptions.URL.CopyURL
DownloadCheckedOutFileAndCancel,PersonalFolders.CheckInCheckOut.Download
LoginWithValidUsernameInvalidPassword,Login.UserLogin
MoveMultipleFilesFromSharedFoldersToSharedFolders,SharedFolders.Files.MoveFiles
EditMessageOptions,Inbox.SentMessages
ViewOnlyMultipleFilesListView,Shares.ViewOnlyShares
ViewAndVerifyOfficeOnlinePowerPointFeatures,PersonalFolders.Files.ViewFiles
SortSuperUserGroupByEmail,AdminSettings.SuperUserGroup.SortSuperUserGroup
CopyMultipleFoldersFromSharedFoldersToFavoriteFolders,SharedFolders.Folders.CopyFolders
ViewAndVerifyPowerPointShare,Shares.ViewShares
LoginUserWithCorrectUsernamePasswordAndLogout,Login.UserLogin
ChangePasswordPolicyHistory,AdminSettings.PasswordPolicy
Login_Succeeds,WebPop.WebPopTests
UserNotInSuperUserGroupCannotSeeSharedFolders,AdminSettings.SuperUserGroup.SuperUserGroup
MoveMultipleFilesFromSharedFoldersToMyFiles,SharedFolders.Files.MoveFiles
RemoveLockOwnerFromFolderAndCheckNotification,PersonalFolders.CheckInCheckOut.CheckInCheckOut
OfficeOnlineWordVOSDisabledOptions,Shares.ViewOnlyShares
AddMemberToDistributionGroupFromEmployeeList,ManageUsers.DistributionGroups.AddMembers
ViewOnlyFolderAndFile,Shares.ViewOnlyShares
RestoreMultipleDeletedNotesFromSharedFolders,MoreOptions.Notes.DeleteNotes
MoveMultipleFilesInFolderFromMyFilesToMyFiles,PersonalFolders.Files.MoveFiles
DisableEmployeeUser,ManageUsers.Employees.EditEmployee
DeleteFileFromFileBox,FileBox.DeleteFiles
CopyFileToSubfolderInFavoriteFolder,PersonalFolders.Files.CopyFiles
ChangeLoginInformation_SucceedsAndClears,WebPop.WebPopTests
EmailMeWhenFileDownloaded,Inbox.EncryptedEmail
LoginVerifyNavigationMenu,Login.UserLogin
DeleteFileFromSharedDirectoryUsingMoreActions,SharedFolders.Files.DeleteFiles
CreateDistributionGroup,ManageUsers.DistributionGroups.CreateGroups
RequireUserLogin,Shares.Send
ViewAndVerifyWordShare,Shares.ViewShares
EditTimeZone,PersonalSettings.EditMySettings
SortSharedFoldersByTitleInListView,SharedFolders.Folders.SortFolders
CopyMultipleFilesFromFavoriteFolderToFavoriteFolder,FavoriteFolders.FavoriteFolders
EditLastName,PersonalSettings.EditBasicInfo
